pmcid,doi,title,journal,pubdate,pub_year,criteria_era,article_type_inferred,included,exclusion_reason,num_patients,age_numeric,age_descriptive,age_original_quote,age_range_mapped,age_midpoint_for_analysis,age_group,age_unit_original,sex,has_eds,has_pots,has_mcas,has_mastocytosis,triad_present,diagnostic_criteria_cited,beighton_score,symptoms_detected,terminology_used,extraction_method,extraction_date,eds_subtype,has_heds,has_non_heds_eds,eds_negated
PMC7646220,10.1007/s00277-020-04323-9,Catching the clinical and biological diversity for an appropriate therapeutic approach in systemic mastocytosis.,Ann Hematol,2021 Feb,2021,post-2017 (2017 international classification),clinical_study,True,,89,10,,,,10,childhood (5-11),years,,False,False,True,True,False,MCAS consensus criteria,,anaphylaxis; fatigue; gi_symptoms,mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:38.033594,,False,False,False
PMC7764306,10.3390/jcm9123992,"Pelvic Girdle Pain, Hypermobility Spectrum Disorder and Hypermobility-Type Ehlers-Danlos Syndrome: A Narrative Literature Review.",J Clin Med,2020 Dec 9,2020,post-2017 (2017 international classification),clinical_study,True,,21,50,,"Hypermobility-Type Ehlers-Danlos SyndromeThe precise criteria for a diagnosis of hEDS is well described in the 2017 international classification and developed around three criteria which have been summarised below [16]:
Generalised joint hypermobility
Diagnosed by the Beighton score (Figure 1), with...",,50,middle aged (45-59),years,female,True,False,False,False,False,2017 international classification; Villefranche; Beighton,,joint_hypermobility; subluxations_dislocations; chronic_pain; skin_hyperextensibility; neuropathy,EDS type III; hEDS; hypermobile EDS; JHS; HSD,rule_based_v3,2026-04-16T20:48:08.170922,hEDS_HSD,True,False,False
PMC7449847,10.4055/cios20103,Surgical Management of Shoulder and Knee Instability in Patients with Ehlers-Danlos Syndrome: Joint Hypermobility Syndrome.,Clin Orthop Surg,2020 Sep,2020,post-2017 (2017 international classification),clinical_study,True,,110,9,,18) also reported resolution of bilateral shoulder instability (multidirectional) in a 9-year-old patient with hEDS following bilateral arthroscopic thermal capsulorrhaphy of the shoulder.,,9,childhood (5-11),years,female,True,False,False,False,False,2017 international classification; Beighton,,joint_hypermobility; subluxations_dislocations; chronic_pain; skin_hyperextensibility; fatigue,hEDS; hypermobile EDS; JHS,rule_based_v3,2026-04-16T20:48:08.322302,hEDS_HSD,True,False,False
PMC7443168,10.1016/j.toxrep.2020.08.019,Assessment of naloxone as a therapeutic for inhaled carfentanil in the ferret.,Toxicol Rep,2020,2020,post-2017 (2017 international classification),animal_study,True,,1,,,,,,,years,male,True,False,False,False,False,,,,hEDS,rule_based_v3,2026-04-16T20:48:08.603780,hEDS_HSD,True,False,False
PMC7288446,10.3390/genes11050547,Molecular Genetics and Pathogenesis of Ehlers-Danlos Syndrome and Related Connective Tissue Disorders.,Genes (Basel),2020 May 13,2020,post-2017 (2017 international classification),animal_study,True,,34,,,,,,,years,,True,False,False,False,False,2017 international classification; Villefranche; Beighton,1,joint_hypermobility; skin_hyperextensibility,hEDS; hypermobile EDS; JHS; HSD,rule_based_v3,2026-04-16T20:48:08.694747,hEDS_HSD,True,False,False
PMC7225616,10.1016/j.ajoc.2020.100729,Myopic regression and recurrent Salzmann nodule degeneration after laser in situ keratomileusis in Ehlers Danlos Syndrome.,Am J Ophthalmol Case Rep,2020 Sep,2020,post-2017 (2017 international classification),animal_study,True,,11,21,,"1Case reportA 21-year-old, Caucasian woman with past medical history of hypermobile joints and intermittent arthralgias presented for refractive surgery evaluation for correction of myopia.",,21,young adult (18-29),years,female,True,True,True,False,False,,,joint_hypermobility; subluxations_dislocations; tachycardia; skin_hyperextensibility; easy_bruising; neuropathy; mitral_valve_prolapse,EDS type III; hypermobile EDS; JHS; POTS; postural tachycardia syndrome; MCAS; MCAD; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:08.723944,vascular_EDS,False,True,False
PMC7021465,10.1155/2020/8507929,Structured Rehabilitation Program for Multidirectional Shoulder Instability in a Patient with Ehlers-Danlos Syndrome.,Case Rep Orthop,2020,2020,post-2017 (2017 international classification),review_or_study,True,,1,14,,The patient was a 14-year-old female with EDS hypermobile type who suffered recurrent shoulder dislocation.,,14,adolescent (12-17),years,female,True,False,False,False,False,,,joint_hypermobility; subluxations_dislocations; chronic_pain,hypermobile EDS,rule_based_v3,2026-04-16T20:48:08.734935,hEDS_HSD,True,False,False
PMC7792263,10.1161/JAHA.120.015989,Serum Activity Against G Protein-Coupled Receptors and Severity of Orthostatic Symptoms in Postural Orthostatic Tachycardia Syndrome.,J Am Heart Assoc,2020 Aug 4,2020,post-2017 (2017 international classification),animal_study,True,,33,32,,Methods and ResultsForty-eight patients with POTS (aged 28.,,32,adult (30-44),years,,False,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; brain_fog,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:23.907041,,False,False,False
PMC7685310,10.19102/icrm.2020.111102,New-onset Postural Orthostatic Tachycardia Syndrome Following Coronavirus Disease 2019 Infection.,J Innov Card Rhythm Manag,2020 Nov,2020,post-2017 (2017 international classification),case_report,True,,19,36,,"5-7 Case presentationA 36-year-old otherwise healthy female presented with fever, fatigue, and shortness of breath.",,36,adult (30-44),years,female,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; fatigue; headache_migraine; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:23.915501,,False,False,False
PMC7274189,10.1093/aje/kwz284,"Hospital Records of Pain, Fatigue, or Circulatory Symptoms in Girls Exposed to Human Papillomavirus Vaccination: Cohort, Self-Controlled Case Series, and Population Time Trend Studies.",Am J Epidemiol,2020 Apr 2,2020,post-2017 (2017 international classification),review_or_study,True,,1,16,,The Danish childhood vaccination program offers HPV vaccine to girls aged 12-17 years.,,16,adolescent (12-17),years,female,False,True,False,False,False,,,tachycardia; syncope; fatigue; gi_symptoms; headache_migraine,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:24.004500,,False,False,False
PMC7255540,10.7759/cureus.7868,Ivabradine in Postural Orthostatic Tachycardia Syndrome: A Review of the Literature.,Cureus,2020 Apr 28,2020,post-2017 (2017 international classification),clinical_study,True,,1,25,,The duration of treatment with ivabradine was variable with the earliest response observed just after two days of administration in a 25-year-old-female who had presented with symptoms for the past two weeks [43].,,25,young adult (18-29),years,female,False,True,False,False,False,2015 POTS consensus,,joint_hypermobility; chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:24.071978,,False,False,False
PMC7139175,10.1177/2050313X20915413,Infectious mononucleosis complicated by peritonsillar abscess and postural orthostatic tachycardia syndrome: A case report.,SAGE Open Med Case Rep,2020,2020,post-2017 (2017 international classification),review_or_study,True,,1,17,,"Case reportA 17-year-old female presented to our hospital emergency department with a 4-day
history of worsening bilateral throat pain, more severe on the left side with
radiation to her ipsilateral ear, jaw and neck.",,17,adolescent (12-17),years,female,False,True,False,False,False,,,tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:24.083141,,False,False,False
PMC7903504,10.2174/1573403X16666200331123242,Acute Myocardial Infarction in Systemic Mastocytosis: Case Report With Literature Review on the Role of Inflammatory Process in Acute Coronary Syndrome.,Curr Cardiol Rev,2020,2020,post-2017 (2017 international classification),clinical_study,True,,23,78,,"2Case presentationWe present a case of a 78-year-old female with a past medical history of gastroesophageal reflux disease, subclinical hypothyroidism and recently diagnosed SM who was transferred to our institution for ST-elevation myocardial infarction.",,78,elderly (75+),years,female,True,False,False,True,False,,,syncope; anaphylaxis; gi_symptoms,mastocytosis,rule_based_v3,2026-04-16T20:48:33.891479,EDS_unspecified,True,False,False
PMC7688994,10.1016/j.ijscr.2020.11.028,Pancreatic neuroendocrine tumor presenting in indolent systemic mastocytosis: A case report.,Int J Surg Case Rep,2020,2020,post-2017 (2017 international classification),review_or_study,True,,1,58,,2Presentation of caseA 58-year-old woman with a history of ISM and mitral valve prolapse status post repair was diagnosed with a solid pancreatic lesion on ultrasound during an evaluation to assess degree of organomegaly in the setting of systemic mastocytosis.,,58,middle aged (45-59),years,female,False,False,True,True,False,,,tachycardia; flushing; urticaria; anaphylaxis; fatigue; gi_symptoms; mitral_valve_prolapse,mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:35.223028,,False,False,False
PMC7687689,10.1186/s12884-020-03336-6,CCT: continuous care trial - a randomized controlled trial of the provision of continuous care during labor by maternity care assistants in the Netherlands.,BMC Pregnancy Childbirth,2020 Nov 25,2020,post-2017 (2017 international classification),clinical_study,True,,1,18,,"Exclusion criteria will include being under the age of 18, being unable to speak, read or write the Dutch language, and women with a planned cesarean delivery.",,18,young adult (18-29),years,female,False,False,True,False,False,,,orthostatic_intolerance,MCAS,rule_based_v3,2026-04-16T20:48:35.272917,,False,False,False
PMC7327752,10.12659/AJCR.920606,Intracranial High-Grade Stenosis and Hyperhomocysteinemia Presenting as Cortical Subarachnoid Hemorrhage Concomitant with Acute Ischemic Stroke in a Young Man.,Am J Case Rep,2020 Jun 24,2020,post-2017 (2017 international classification),case_report,True,,1,33,,"Patient: Male, 33-year-oldFinal Diagnosis: Cortical subarachnoid hemorrhageSymptoms: Headache • weaknessMedication:-Clinical Procedure: -Specialty: NeurologyObjective:Rare co-existance of disease or pathologyBackground:Cortical subarachnoid hemorrhage (cSAH) is a rare clinical presentation with diff...",,33,adult (30-44),years,male,False,False,True,False,False,,,gi_symptoms; headache_migraine,MCAS,rule_based_v3,2026-04-16T20:48:38.047941,,False,False,False
PMC6677863,10.1016/j.jdcr.2019.05.028,Leukocytoclastic vasculitis with Koebner phenomenon associated with Ehlers Danlos syndrome.,JAAD Case Rep,2019 Aug,2019,post-2017 (2017 international classification),case_report,True,,1,51,,"Case reportA 51-year-old woman with a history of Ehlers Danlos syndrome, hypermobile type (diagnosed by a medical geneticist using the 2017 international classification criteria of generalized joint hypermobility, systemic manifestations of generalized connective tissue disorder, positive family his...",,51,middle aged (45-59),years,female,True,True,False,False,False,2017 international classification,,joint_hypermobility; tachycardia; easy_bruising; fatigue; gi_symptoms; medication_sensitivity,hypermobile EDS; JHS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:09.269115,EDS_mentioned_but_excluded,False,False,True
PMC6501436,10.1093/jhps/hnz004,Comparable patient-reported outcomes in females with or without joint hypermobility after hip arthroscopy and capsular plication for femoroacetabular impingement syndrome.,J Hip Preserv Surg,2019 Jan,2019,post-2017 (2017 international classification),clinical_study,True,,106,16,,"Exclusion criteria were patients under the age of 16 or above 50 at the time of surgery, functional illiteracy, patients with prior history of pediatric deformities (congenital hip dislocation, slipped capital femoral epiphysis or Perthes disease), osteoarthritis or joint space narrowing <2 mm (Tönn...",,16,adolescent (12-17),years,female,True,False,False,False,False,Beighton,1,joint_hypermobility; subluxations_dislocations,JHS,rule_based_v3,2026-04-16T20:48:09.393165,hEDS_HSD,True,False,False
PMC6452458,10.1002/ccr3.2070,"Hypermobile type Ehlers-Danlos syndrome associated with hypogammaglobulinemia and fibromyalgia: A case-based review on new classification, diagnosis, and multidisciplinary management.",Clin Case Rep,2019 Apr,2019,post-2017 (2017 international classification),case_report,True,,1,54,,2CASE PRESENTATIONA pleasant 54-year-old white female was referred to the resident clinic to establish care by her previous primary care physician (PCP).,,54,middle aged (45-59),years,female,True,False,True,False,False,2017 international classification; Villefranche; Beighton,5,joint_hypermobility; subluxations_dislocations; chronic_pain; syncope; flushing; anaphylaxis; skin_hyperextensibility; fatigue; gi_symptoms; neuropathy; mitral_valve_prolapse; palpitations,hEDS; hypermobile EDS; JHS; dysautonomia; MCAD; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:09.422296,hEDS_HSD,True,False,False
PMC6335977,10.12659/AJCR.912799,"Anesthetic Management for Ehlers-Danlos Syndrome, Hypermobility Type Complicated by Local Anesthetic Allergy: A Case Report.",Am J Case Rep,2019 Jan 10,2019,post-2017 (2017 international classification),case_report,True,,1,22,,"Case Report:Our patient was a 22-year-old G4P0030 woman with a history of morbid obesity, seizures, Barrett’s esophagus, hypermobility being evaluated for Ehlers-Danlos syndrome, and anaphylaxis to an unknown local anesthetic who was scheduled for cesarean delivery.",,22,young adult (18-29),years,female,True,True,False,False,False,,,joint_hypermobility; subluxations_dislocations; chronic_pain; tachycardia; anaphylaxis; skin_hyperextensibility; fatigue; gi_symptoms; palpitations,EDS hypermobility type; JHS; POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:09.484429,hEDS_HSD,True,False,False
PMC6806054,10.1161/JAHA.119.014084,Hop to It: The First Animal Model of Autoimmune Postural Orthostatic Tachycardia Syndrome.,J Am Heart Assoc,2019 Oct,2019,post-2017 (2017 international classification),animal_study,True,,1,,,,,,,years,,False,True,False,False,False,,,tachycardia,postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:24.085314,,False,False,False
PMC6766258,10.1155/2019/3787586,Efficacy of Omalizumab in Indolent Systemic Mastocytosis.,Case Rep Hematol,2019,2019,post-2017 (2017 international classification),review_or_study,True,,6,28,,Patient 1A 28-year-old male developed urticaria pigmentosa confirmed by skin biopsy in 2008.,,28,young adult (18-29),years,female,False,False,True,True,False,,,syncope; flushing; urticaria; anaphylaxis; gi_symptoms; headache_migraine; palpitations; medication_sensitivity,mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:39.669441,,False,False,False
PMC6768441,10.1002/cti2.1075,Successful treatment of idiopathic mast cell activation syndrome with low-dose Omalizumab.,Clin Transl Immunology,2019,2019,post-2017 (2017 international classification),clinical_study,True,,56,48,,"Case reportOur case, a 48-year-old man, presented in January 2011 after suffering a road traffic accident.",,48,middle aged (45-59),years,male,False,False,True,True,False,,,chronic_pain; syncope; urticaria; anaphylaxis; gi_symptoms; headache_migraine; medication_sensitivity,MCAS; MCAD; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:39.683419,,False,False,False
PMC6472224,10.4103/0972-2327.144289,Study of Middle Cerebral Artery in Human Cadaveric Brain.,Ann Indian Acad Neurol,2019 Apr-Jun,2019,post-2017 (2017 international classification),case_report,True,,1,,,,,,,years,,False,False,True,False,False,,,,MCAS,rule_based_v3,2026-04-16T20:48:39.898223,,False,False,False
PMC6387409,10.3390/ijms20030552,Bone Marrow Mast Cell Antibody-Targetable Cell Surface Protein Expression Profiles in Systemic Mastocytosis.,Int J Mol Sci,2019 Jan 28,2019,post-2017 (2017 international classification),case_report,True,,166,,child,,3-12 years,7.5,childhood (5-11),years,,False,False,True,True,False,,,chronic_pain; tachycardia; anaphylaxis,MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:40.051902,,False,False,False
PMC6292952,10.3389/fpsyt.2018.00656,"Autism, Joint Hypermobility-Related Disorders and Pain.",Front Psychiatry,2018,2018,post-2017 (2017 international classification),animal_study,True,,102,15,,"First, Fehlow and Tennstedt (48) in a German publication presented the case of a 15-year-old boy with an autistic syndrome and EDS type I (current classical type) having JH, skin extensibility, moderate bleeding tendencies and deformity of the thorax.",,15,adolescent (12-17),years,female,True,False,True,False,False,2017 international classification,,joint_hypermobility; subluxations_dislocations; chronic_pain; skin_hyperextensibility; easy_bruising; fatigue; headache_migraine,hEDS; hypermobile EDS; JHS; HSD; dysautonomia; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:09.523033,hEDS_HSD,True,False,False
PMC6250522,10.1097/MD.0000000000013115,Management of chronic pain in Ehlers-Danlos syndrome: Two case reports and a review of literature.,Medicine (Baltimore),2018 Nov,2018,post-2017 (2017 international classification),case_report,True,,2,41,,,,41,adult (30-44),years,male,True,False,False,False,False,Villefranche,,joint_hypermobility; subluxations_dislocations; chronic_pain; skin_hyperextensibility; easy_bruising; fatigue; neuropathy; medication_sensitivity,EDS hypermobility type; JHS; dysautonomia,rule_based_v3,2026-04-16T20:48:09.622398,hEDS_HSD,True,False,False
PMC6136482,10.1155/2018/5053825,Ehlers-Danlos Syndrome: Not Just Joint Hypermobility.,Case Rep Med,2018,2018,post-2017 (2017 international classification),case_report,True,,1,60,,We report a 60-year-old woman with arthralgia and back pain lasting for several months and recent metatarsophalangeal luxation of the left toe who was discovered to have Ehlers-Danlos syndrome.,,60,older adult (60-74),years,female,True,False,False,False,False,Villefranche; Beighton,,joint_hypermobility; subluxations_dislocations; chronic_pain; fatigue; neuropathy; mitral_valve_prolapse,JHS,rule_based_v3,2026-04-16T20:48:09.657473,hEDS_HSD,True,False,False
PMC6087563,10.1155/2018/4854701,Gastrointestinal Symptoms in Marfan Syndrome and Hypermobile Ehlers-Danlos Syndrome.,Gastroenterol Res Pract,2018,2018,post-2017 (2017 international classification),clinical_study,True,,90,19,,"Data was collected from 45 MS patients (12 males and 33 females, age 19-41, mean 28 years) with no organic gastrointestinal diagnosis.",,19,young adult (18-29),years,,True,False,False,False,False,2017 international classification; Villefranche; Beighton,,joint_hypermobility; subluxations_dislocations; chronic_pain; skin_hyperextensibility; easy_bruising; fatigue; gi_symptoms,hEDS; hypermobile EDS; JHS,rule_based_v3,2026-04-16T20:48:09.689682,hEDS_HSD,True,False,False
PMC6100124,10.1177/1756286418793766,Application of immunotherapy for neurological manifestations in hypermobile Ehlers-Danlos syndrome.,Ther Adv Neurol Disord,2018,2018,post-2017 (2017 international classification),case_report,True,,1892,41,,7 Case reportsCase 1: the patient was a 41-year-old homemaker.,,41,adult (30-44),years,female,True,False,False,False,False,,,joint_hypermobility; subluxations_dislocations; chronic_pain; tachycardia; anaphylaxis; skin_hyperextensibility; gi_symptoms; neuropathy,EDS type III; hEDS; hypermobile EDS; MCAD,rule_based_v3,2026-04-16T20:48:09.712705,hEDS_HSD,True,False,False
PMC6052501,10.1177/2325967118785170,Anterior Cruciate Ligament Reconstruction With Achilles Tendon Allograft in a Patient With Ehlers-Danlos Syndrome.,Orthop J Sports Med,2018 Jul,2018,post-2017 (2017 international classification),case_report,True,,1,25,,Case ReportOur patient was a 25-year-old man who worked as a physically active security site supervisor.,,25,young adult (18-29),years,male,True,False,False,False,False,Beighton,5,joint_hypermobility; subluxations_dislocations; skin_hyperextensibility; headache_migraine,JHS,rule_based_v3,2026-04-16T20:48:09.878187,hEDS_HSD,True,False,False
PMC6050812,10.1177/2515841418788303,A rare case of bilateral spontaneous indirect caroticocavernous fistula treated previously as a case of conjunctivitis.,Ther Adv Ophthalmol,2018 Jan-Dec,2018,post-2017 (2017 international classification),case_report,True,,42,66,,"A 66 year old patient presented in the eye casualty at North
Devon District Hospital in January 2016, referred from her General practitioner
complaining of bilateral red eyes.",,66,older adult (60-74),years,female,True,False,False,False,False,,,headache_migraine,,rule_based_v3,2026-04-16T20:48:10.003702,EDS_unspecified,True,False,False
PMC6016292,10.1589/jpts.30.847,Hypermobile Ehlers-Danlos syndrome and rehabilitation: taking stock of evidence based medicine: a systematic review of the literature.,J Phys Ther Sci,2018 Jun,2018,post-2017 (2017 international classification),review_or_study,True,,12,,,,,,,years,,True,False,False,False,False,Villefranche; Beighton,4,joint_hypermobility; subluxations_dislocations; chronic_pain; skin_hyperextensibility; easy_bruising,hEDS; hypermobile EDS; JHS,rule_based_v3,2026-04-16T20:48:10.184835,hEDS_HSD,True,False,False
PMC5926514,10.1155/2018/8714819,Postural Tachycardia Syndrome and Vasovagal Syncope: A Hidden Case of Obstructive Cardiomyopathy without Severe Septal Hypertrophy.,Case Rep Cardiol,2018,2018,post-2017 (2017 international classification),case_report,True,,1,36,,A 36-year-old female with symptoms of orthostatic intolerance and syncope was diagnosed with vasovagal syncope on a tilt table test and with postural tachycardia syndrome (POTS) after a repeat tilt table test.,,36,adult (30-44),years,female,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; gi_symptoms; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:24.096266,,False,False,False
PMC5845505,10.1155/2018/2956387,From Postural Orthostatic Tachycardia Syndrome to Radiologically Isolated Syndrome.,Case Rep Neurol Med,2018,2018,post-2017 (2017 international classification),review_or_study,True,,1,30,,"Case PresentationOur patient is a 30-year old woman, previously healthy, who presented to the outpatient cardiology clinic for episodes of postural lightheadedness and subjective tremulousness of her whole body.",,30,adult (30-44),years,female,True,True,False,False,False,,,tachycardia; fatigue; gi_symptoms,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:24.102078,EDS_unspecified,True,False,False
PMC5778345,10.1136/bcr-2017-221405,"Successful treatment of postural orthostatic tachycardia and mast cell activation syndromes using naltrexone, immunoglobulin and antibiotic treatment.",BMJ Case Rep,2018 Jan 11,2018,post-2017 (2017 international classification),case_report,True,,12,43,,"Case presentationCaseA 43-year-old Caucasian femaleF experienced MCAS symptoms at age 18: specific foods and odours caused flushing, rashes, itching, wheezing, dizziness and nausea.",,43,adult (30-44),years,,True,True,True,False,True,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; flushing; urticaria; fatigue; gi_symptoms; headache_migraine; neuropathy; palpitations; medication_sensitivity,hypermobile EDS; POTS; postural tachycardia syndrome; MCAS; MCAD; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:24.136510,hEDS_HSD,True,False,False
PMC6157556,10.1136/bcr-2018-224689,Mast cell deposition and activation may be a new explanation for epiploic appendagitis.,BMJ Case Rep,2018 Sep 23,2018,post-2017 (2017 international classification),animal_study,True,,660,40,,"Case presentationA 40-year-old Caucasian woman with a history of migraines, gastro-oesophageal reflux, nausea, IBS-diarrhoea and many other idiopathic syndromes suffered with constant abdominal pain with episodic attacks of severe abdominal pain over the past year.",,40,adult (30-44),years,female,True,True,True,True,True,Beighton,5,joint_hypermobility; subluxations_dislocations; chronic_pain; tachycardia; syncope; flushing; urticaria; skin_hyperextensibility; fatigue; gi_symptoms; headache_migraine,hEDS; hypermobile EDS; JHS; POTS; postural tachycardia syndrome; MCAS; MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:40.262863,hEDS_HSD,True,False,False
PMC6057401,10.1155/2018/6928571,Aggressive Systemic Mastocytosis in Association with Pure Red Cell Aplasia.,Case Rep Hematol,2018,2018,post-2017 (2017 international classification),case_report,True,,1,64,,"Patient's Symptoms/HistoryA 64-year-old white male, with past medical history of depression, presented with progressive weakness, unintentional weight loss, and exercise intolerance since past 1 month.",,64,older adult (60-74),years,male,False,False,True,True,False,,,anaphylaxis; gi_symptoms,mastocytosis,rule_based_v3,2026-04-16T20:48:40.326548,,False,False,False
PMC6002427,10.1007/s12016-017-8619-2,Mastocytosis: from a Molecular Point of View.,Clin Rev Allergy Immunol,2018 Jun,2018,post-2017 (2017 international classification),animal_study,True,,1,61,,The typical mastocytosis of childhood is usually cutaneous and transient whereas in adulthood the systemic form is more common [7].,,61,older adult (60-74),years,,False,False,True,True,False,,,tachycardia; syncope; flushing; urticaria; anaphylaxis; gi_symptoms; headache_migraine,MCAS; MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:40.427744,,False,False,False
PMC5987329,10.1155/2018/8920921,Management of a Parturient with Mast Cell Activation Syndrome: An Anesthesiologist's Experience.,Case Rep Anesthesiol,2018,2018,post-2017 (2017 international classification),case_report,True,,1,24,,CaseA 24-year-old female G3P2 was admitted for induction of labor at 39 weeks' gestation.,,24,young adult (18-29),years,female,False,False,True,False,False,,,urticaria; anaphylaxis; gi_symptoms,MCAS; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:40.439942,,False,False,False
PMC5881244,10.3389/fped.2018.00073,Idiopathic Mast Cell Activation Syndrome With Associated Salicylate Intolerance.,Front Pediatr,2018,2018,post-2017 (2017 international classification),case_report,True,,1,13,,We present a 13-year-old boy who suffered from a multitude of unspecific complaints over a long period of time.,,13,adolescent (12-17),years,male,False,False,True,True,False,,,chronic_pain; tachycardia; syncope; flushing; urticaria; fatigue; gi_symptoms; headache_migraine,MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:40.479061,,False,False,False
PMC6652450,10.1093/rap/rkx014.002,13. Pain in joint hypermobility syndrome.,Rheumatol Adv Pract,2017 Oct,2017,2017 (transition year),case_report,True,,1,36,,"Case description: Ms H, a 36 year old lady presented with an eight month history of widespread joint pain.",,36,adult (30-44),years,female,True,False,False,False,False,Beighton,8,joint_hypermobility; subluxations_dislocations; chronic_pain; orthostatic_intolerance; headache_migraine,JHS,rule_based_v3,2026-04-16T20:48:09.243201,hEDS_HSD,True,False,False
PMC5773269,10.7759/cureus.1828,Visceroptosis and the Ehlers-Danlos Syndrome.,Cureus,2017 Nov 8,2017,2017 (transition year),case_report,True,,1,,,My childhood was very active.,,,,years,male,True,False,False,False,False,,,joint_hypermobility; chronic_pain; tachycardia; skin_hyperextensibility; fatigue; gi_symptoms; neuropathy,EDS hypermobility type; JHS; dysautonomia,rule_based_v3,2026-04-16T20:48:10.291344,hEDS_HSD,True,False,False
PMC5675945,10.2169/internalmedicine.8758-16,Mobile Cecum in a Young Woman with Ehlers-Danlos Syndrome Hypermobility type: A Case Report and Review of the Literature.,Intern Med,2017 Oct 15,2017,2017 (transition year),case_report,True,,1,21,,A 21-year-old woman with repeated right lower abdominal pain was initially diagnosed with EDS-HT.,,21,young adult (18-29),years,female,True,True,False,False,False,Villefranche; Brighton; Beighton,5,joint_hypermobility; chronic_pain; orthostatic_intolerance; tachycardia; skin_hyperextensibility; fatigue; gi_symptoms; headache_migraine; palpitations,EDS hypermobility type; JHS; POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:10.316875,hEDS_HSD,True,False,False
PMC5530413,10.1155/2017/2081725,Spontaneous Diaphragmatic Rupture in Hypermobile Type Ehlers-Danlos Syndrome.,Case Rep Surg,2017,2017,2017 (transition year),case_report,True,,1,27,,"Case Description A 27-year-old woman with EDS type III, depression, gastroesophageal reflux, and hypothyroid disease was transferred to our institution with a four-day history of left chest and left upper quadrant abdominal pain.",,27,young adult (18-29),years,female,True,False,False,False,False,,,joint_hypermobility; skin_hyperextensibility; easy_bruising; gi_symptoms,EDS type III; hypermobile EDS,rule_based_v3,2026-04-16T20:48:10.323857,hEDS_HSD,True,False,False
PMC5538080,10.1002/ccr3.1046,Ehlers-Danlos hypermobility type in an adult with chronic pain and fatigue: a case study.,Clin Case Rep,2017 Aug,2017,2017 (transition year),case_report,True,,1,40,,"Our patient was a 40-year-old female with chronic joint pain, fatigue, headaches and GI complaints.",,40,adult (30-44),years,female,True,True,True,False,True,Beighton,5,joint_hypermobility; subluxations_dislocations; chronic_pain; skin_hyperextensibility; easy_bruising; fatigue; gi_symptoms; headache_migraine; neuropathy,EDS hypermobility type; JHS; POTS,rule_based_v3,2026-04-16T20:48:10.340276,hEDS_HSD,True,False,False
PMC5414293,10.1186/s12916-017-0850-4,Application of real-time global media monitoring and 'derived questions' for enhancing communication by regulatory bodies: the case of human papillomavirus vaccines.,BMC Med,2017 May 2,2017,2017 (transition year),case_report,True,,1,10,,,,10,childhood (5-11),years,female,False,True,False,False,False,,,tachycardia; fatigue; medication_sensitivity,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:24.449824,,False,False,False
